model,title,price,link,authenticity,sell_date,sell_date_dt,week_of_year
Air Jordan 4 Retro Bred 2019,Size 12 - Jordan 4 Retro OG Mid Bred 2019,295.0,https://www.ebay.com/itm/205351036937,,2025-02-18,2025-02-18,8
Air Jordan 4 Retro Bred 2019,Size 9 - Jordan 4 Retro OG Mid Bred 2019,350.0,https://www.ebay.com/itm/276932816301,,2025-02-21,2025-02-21,8
Air Jordan 4 Retro Bred 2019,Size 10.5 - Jordan 4 Retro OG Bred 2019,420.0,https://www.ebay.com/itm/316477395742,,2025-02-24,2025-02-24,9
Air Jordan 4 Retro Bred 2019,Size 8 - Jordan 4 Retro OG Mid Bred 2019 CLEAN,280.0,https://www.ebay.com/itm/395584829085,,2025-02-28,2025-02-28,9
Air Jordan 4 Retro Bred 2019,Nike Air Jordan 4 Retro OG Mid Bred 2019 308497-060 Black Red Grey White Size 10,250.0,https://www.ebay.com/itm/176829497827,,2025-03-03,2025-03-03,10
Air Jordan 4 Retro Bred 2019,"Nike Air Jordan 4 Retro OG ""Bred"" (2019) Men'sSize 10.5 308497-060",245.0,https://www.ebay.com/itm/335831582638,,2025-03-06,2025-03-06,10
Air Jordan 4 Retro Bred 2019,Size 11 - Jordan 4 Retro Bred 2019,185.0,https://www.ebay.com/itm/365443837965,,2025-03-10,2025-03-10,11
Air Jordan 4 Retro Bred 2019,Size 9 - Jordan 4 Retro OG Mid Bred,465.0,https://www.ebay.com/itm/145590397476,,2025-03-13,2025-03-13,11
Air Jordan 4 Retro Bred 2019,Nike Air Jordan 4 Retro Black Cement 2019 Bred IV - US 10 Brand New DS,400.0,https://www.ebay.com/itm/176782393617,,2025-03-16,2025-03-16,11
Air Jordan 5 Grape 1990,Jordan 5 OG Grape Nike Air Size 9 Box 1990,575.0,https://www.ebay.com/itm/326407329814,,2024-12-19,2024-12-19,51
Air Jordan 5 Grape 1990,Air Jordan 5 Retro NRG Fresh Prince Grape AV3919 135 Size 10 USED ) ((No Box)),90.0,https://www.ebay.com/itm/305978679076,,2024-12-22,2024-12-22,51
Air Jordan 5 Grape 1990,Nike Air Jordan 5 Retro Grape Fresh Prince Size 8.5 US Men's Jordan V,99.99,https://www.ebay.com/itm/126984341042,,2024-12-25,2024-12-25,52
Air Jordan 5 Grape 1990,Nike Air Jordan 5 Retro OG Men's Sneakers HF3975-001 Size 10 Metallic Reimagined,180.0,https://www.ebay.com/itm/226642114326,,2024-12-28,2024-12-28,52
Air Jordan 5 Grape 1990,Size 10.5 - Jordan 5 Retro Grape 2013,80.0,https://www.ebay.com/itm/405408649366,,2024-12-31,2024-12-31,1
Air Jordan 5 Grape 1990,Original Nike Air Jordan 5 V OG 1990 White Fire Red Size 11 VTG,299.99,https://www.ebay.com/itm/388009209665,,2025-01-03,2025-01-03,1
Air Jordan 5 Grape 1990,Jordan 5 Reverse Grape,80.0,https://www.ebay.com/itm/365304612024,,2025-01-06,2025-01-06,2
Air Jordan 5 Grape 1990,Size 10 - Jordan 5 Retro Grape 2013,90.0,https://www.ebay.com/itm/326445665975,,2025-01-09,2025-01-09,2
Air Jordan 5 Grape 1990,jordan 5,20.0,https://www.ebay.com/itm/396167922388,,2025-01-12,2025-01-12,2
Air Jordan 5 Grape 1990,Air Jordan 5 Retro ‘Alternate Grape’,69.0,https://www.ebay.com/itm/396306035922,,2025-01-15,2025-01-15,3
Air Jordan 5 Grape 1990,Jordan 5 Retro Grape 2013 - Men’s Size 10.5,20.0,https://www.ebay.com/itm/405589377800,,2025-01-18,2025-01-18,3
Air Jordan 5 Grape 1990,Air Jordan 5 Retro OG Black Metallic Reimagined HF3975-001 All Men's Sizes,275.0,https://www.ebay.com/itm/365381346524,,2025-01-21,2025-01-21,4
Air Jordan 5 Grape 1990,Grape Jordan 5,50.0,https://www.ebay.com/itm/256853316425,,2025-01-24,2025-01-24,4
Air Jordan 5 Grape 1990,Size 11.5 - Jordan 5 Retro Grape 2013,29.0,https://www.ebay.com/itm/135495774743,,2025-01-27,2025-01-27,5
Air Jordan 5 Grape 1990,Size 10.5 - Jordan 5 Retro Alternate Grape 2020,112.49,https://www.ebay.com/itm/187033121431,,2025-01-30,2025-01-30,5
Air Jordan 5 Grape 1990,Air Jordan 5 OG 1990 Metallic,275.0,https://www.ebay.com/itm/365400207553,,2025-02-02,2025-02-02,5
Air Jordan 5 Grape 1990,Jordan 5 Grape,27.0,https://www.ebay.com/itm/387758508654,,2025-02-05,2025-02-05,6
Air Jordan 5 Grape 1990,Jordan 5 Pre Grape Size 11 Used,42.49,https://www.ebay.com/itm/306120749324,,2025-02-08,2025-02-08,6
Air Jordan 5 Grape 1990,Sz 11.5 - 2013 Air Jordan 5 Grape | 136027-108 |,22.0,https://www.ebay.com/itm/316102047325,,2025-02-11,2025-02-11,7
Air Jordan 5 Grape 1990,Jordan 5 Retro Alternate Grape 2020,100.0,https://www.ebay.com/itm/276931393040,,2025-02-14,2025-02-14,7
Air Jordan 5 Grape 1990,OG Air Jordan 5 Grape 2013 Size 10.5 Style #136027-108 Please See Pictures,55.55,https://www.ebay.com/itm/286290590820,,2025-02-17,2025-02-17,8
Air Jordan 5 Grape 1990,Size 11.5 - Air Jordan 5 Retro Grape  136027-108,60.0,https://www.ebay.com/itm/356500930202,,2025-02-20,2025-02-20,8
Air Jordan 5 Grape 1990,Size 10 - Jordan 5 Retro Grape 2013,119.99,https://www.ebay.com/itm/135580309739,,2025-02-23,2025-02-23,8
Air Jordan 5 Grape 1990,Size 10.5/11 - Jordan 5 Retro Alternate Grape 2020 - New MISMATCH SIZES,99.99,https://www.ebay.com/itm/376067265149,,2025-02-26,2025-02-26,9
Air Jordan 5 Grape 1990,Size 10 - Air Jordan 5 Retro OG Black Metallic Reimagined,275.0,https://www.ebay.com/itm/405656828922,,2025-03-01,2025-03-01,9
Air Jordan 5 Grape 1990,Jordan 5 Grape Size 10.5 2013 Pre Owned With Box,104.99,https://www.ebay.com/itm/176810411030,,2025-03-04,2025-03-04,10
Air Jordan 5 Grape 1990,Air  Jordan 5 Pre Grape Size 11.5,41.24,https://www.ebay.com/itm/306110024820,,2025-03-07,2025-03-07,10
Air Jordan 5 Grape 1990,Size 10 - Air Jordan 5 Retro OG Black Metallic Reimagined,200.0,https://www.ebay.com/itm/388009016576,,2025-03-10,2025-03-10,11
Air Jordan 5 Grape 1990,Jordan 5 Grape,65.0,https://www.ebay.com/itm/196897895233,,2025-03-13,2025-03-13,11
Air Jordan 5 Grape 1990,*USED* Jordan 5 Pre-Grape Sz 12,38.0,https://www.ebay.com/itm/396222789660,,2025-03-16,2025-03-16,11
Air Jordan 5 Retro Raging Bull,Jordan 5 Retro Raging Bull Red (2021) Style DD0587-600 Mens Size 8.5,90.0,https://www.ebay.com/itm/267191317355,,2024-12-16,2024-12-16,51
Air Jordan 5 Retro Raging Bull,Air Jordan 5 Retro Raging Bull Size 11 Men’s,220.0,https://www.ebay.com/itm/316504066463,,2024-12-20,2024-12-20,51
Air Jordan 5 Retro Raging Bull,Air Jordan 5 Retro ‘Raging Bull’ Size 11,220.0,https://www.ebay.com/itm/396326225203,,2024-12-23,2024-12-23,52
Air Jordan 5 Retro Raging Bull,Size 12 - Jordan 5 Retro Mid Raging Bull,80.74,https://www.ebay.com/itm/356661205419,,2024-12-26,2024-12-26,52
Air Jordan 5 Retro Raging Bull,Size 11.5 - Air Jordan 5 Retro DMP Raging Bull Pack,18.0,https://www.ebay.com/itm/405662414403,,2024-12-29,2024-12-29,52
Air Jordan 5 Retro Raging Bull,Size 12 - Jordan 5 Retro Mid Raging Bull,325.0,https://www.ebay.com/itm/226463600602,,2025-01-01,2025-01-01,1
Air Jordan 5 Retro Raging Bull,NEW Air Jordan V 5 Retro Mid Raging Bull Size 11.5 DD0587-600 Varsity Red,319.99,https://www.ebay.com/itm/326169525878,,2025-01-05,2025-01-05,1
Air Jordan 5 Retro Raging Bull,Size 12 - Jordan 5 Retro Mid Raging Bull,175.0,https://www.ebay.com/itm/204788628203,,2025-01-08,2025-01-08,2
Air Jordan 5 Retro Raging Bull,Size 10 - Jordan 5 Retro Mid Raging Bull,200.0,https://www.ebay.com/itm/297022700201,,2025-01-11,2025-01-11,2
Air Jordan 5 Retro Raging Bull,Size 11M - Jordan 5 Retro Mid Raging Bull *PREOWNED REP. BOX! STEAL STEAL STEAL!,100.0,https://www.ebay.com/itm/236003298687,,2025-01-14,2025-01-14,3
Air Jordan 5 Retro Raging Bull,Men’s Jordan 5 Raging Bull Size 9,200.0,https://www.ebay.com/itm/186486005780,,2025-01-17,2025-01-17,3
Air Jordan 5 Retro Raging Bull,Jordan 5 raging bull 2021 size 11,120.0,https://www.ebay.com/itm/387915246363,,2025-01-21,2025-01-21,4
Air Jordan 5 Retro Raging Bull,Size 8.5 - Jordan 5 Retro Mid Raging Bull,56.0,https://www.ebay.com/itm/405654191470,,2025-01-24,2025-01-24,4
Air Jordan 5 Retro Raging Bull,Nike Air Jordan 5 Retro Raging Bull Red Suede Basketball Shoes Men's 10,71.9,https://www.ebay.com/itm/235902369139,,2025-01-27,2025-01-27,5
Air Jordan 5 Retro Raging Bull,Size 8 - Jordan 5 Retro Mid Raging Bull,143.99,https://www.ebay.com/itm/187030426491,,2025-01-30,2025-01-30,5
Air Jordan 5 Retro Raging Bull,Jordan 5 Retro Mid Raging Bull,215.0,https://www.ebay.com/itm/286406750301,,2025-02-03,2025-02-03,6
Air Jordan 5 Retro Raging Bull,Size 13 - Air Jordan 5 Retro Olympic Gold Medal Metallic Raging Bull,80.0,https://www.ebay.com/itm/176918212744,,2025-02-06,2025-02-06,6
Air Jordan 5 Retro Raging Bull,Size 10.5- Jordan 5 Raging Bull Pack 2009 3M Reflective,110.0,https://www.ebay.com/itm/267180316132,,2025-02-09,2025-02-09,6
Air Jordan 5 Retro Raging Bull,Size 9 - Jordan 5 Retro Mid Raging Bull,130.49,https://www.ebay.com/itm/187038255531,,2025-02-12,2025-02-12,7
Air Jordan 5 Retro Raging Bull,Size 10.5 - Jordan 5 Retro Mid Raging Bull,202.49,https://www.ebay.com/itm/186998552118,,2025-02-15,2025-02-15,7
Air Jordan 5 Retro Raging Bull,"Air Jordan 5 Retro ""RAGING BULL RED SUEDE"" 2021 - Size 11.5 - dd0587 600 (1-22..",268.0,https://www.ebay.com/itm/276811175428,,2025-02-19,2025-02-19,8
Air Jordan 5 Retro Raging Bull,Size 8.5 - Jordan 5 Retro Mid Raging Bull,89.99,https://www.ebay.com/itm/135514566502,,2025-02-22,2025-02-22,8
Air Jordan 5 Retro Raging Bull,Size 9.5 - Jordan 5 Retro Mid Raging Bull,225.0,https://www.ebay.com/itm/135253597912,,2025-02-25,2025-02-25,9
Air Jordan 5 Retro Raging Bull,Size 8.5 - Jordan 5 Retro Mid Raging Bull - DD0587-600 2021,95.05,https://www.ebay.com/itm/388037672496,,2025-02-28,2025-02-28,9
Air Jordan 5 Retro Raging Bull,Size 10.5 - Jordan 5 Retro Mid Raging Bull With Box,119.0,https://www.ebay.com/itm/196829586500,,2025-03-03,2025-03-03,10
Air Jordan 5 Retro Raging Bull,Size 11 - Jordan 5 Retro Mid Raging Bull,120.0,https://www.ebay.com/itm/365454786995,,2025-03-07,2025-03-07,10
Air Jordan 5 Retro Raging Bull,Size 9 - Jordan 5 Retro Mid Raging Bull,210.0,https://www.ebay.com/itm/314485046807,,2025-03-10,2025-03-10,11
Air Jordan 5 Retro Raging Bull,Size 11 - Nike Air Jordan 5 Retro Raging Bull 2021 Men's Shoes - Ships Now,169.0,https://www.ebay.com/itm/405523970917,,2025-03-13,2025-03-13,11
Air Jordan 5 Retro Raging Bull,Jordan 5 Raging Bull Size 11,145.0,https://www.ebay.com/itm/156570638327,,2025-03-16,2025-03-16,11
Air Jordan 6 Infrared 1991,ORIGINAL 1991 Nike Air Jordan 6 BLACK INFRARED size 11 RARE unc bred chicago bin,925.0,https://www.ebay.com/itm/256185220697,,2024-12-16,2024-12-16,51
Air Jordan 6 Infrared 1991,Size 8 - Air Jordan 6 OG 1991 White Infrared,150.0,https://www.ebay.com/itm/296985852733,,2024-12-19,2024-12-19,51
Air Jordan 6 Infrared 1991,1991 Air Jordan 7 OG Infrared with original box.,40.0,https://www.ebay.com/itm/176805664235,,2024-12-22,2024-12-22,51
Air Jordan 6 Infrared 1991,Size 10 -Jordan 6 Retro Infrared Black 2014 In Perfect Condition,55.0,https://www.ebay.com/itm/396117150254,,2024-12-28,2024-12-28,52
Air Jordan 6 Infrared 1991,Nike Air Jordan 6 Retro Infrared Black Red 2014 Sz 11.5 384664-023 Sneakers OG,63.71,https://www.ebay.com/itm/197094889009,,2024-12-31,2024-12-31,1
Air Jordan 6 Infrared 1991,Size 11.5 - Jordan 6 Retro Mid Infrared,65.0,https://www.ebay.com/itm/316502633115,,2025-01-03,2025-01-03,1
Air Jordan 6 Infrared 1991,Sz 12 - Air Jordan 6 Retro “Infrared” (2019) 384664-060 (SHIPS ASAP),115.0,https://www.ebay.com/itm/256851591167,,2025-01-09,2025-01-09,2
Air Jordan 6 Infrared 1991,Size 10.5 - Jordan 6 Retro Mid Infrared 2019,250.0,https://www.ebay.com/itm/167328103975,,2025-01-15,2025-01-15,3
Air Jordan 6 Infrared 1991,Size 10 - Jordan 6 Retro Mid Infrared 2019,105.0,https://www.ebay.com/itm/388057409925,,2025-01-18,2025-01-18,3
Air Jordan 6 Infrared 1991,Size 8.5 - Jordan 6 Retro Mid Infrared,100.0,https://www.ebay.com/itm/135595721798,,2025-01-24,2025-01-24,4
Air Jordan 6 Infrared 1991,Size 13 - Jordan 6 Retro Infrared Black 2014,90.0,https://www.ebay.com/itm/156793462488,,2025-01-27,2025-01-27,5
Air Jordan 6 Infrared 1991,"CL New Air Jordan 6 ""Infrared"" Men's shoes black/red 384664-060",249.4,https://www.ebay.com/itm/286387433286,,2025-01-30,2025-01-30,5
Air Jordan 6 Infrared 1991,Air Jordan 6 Infrared,45.0,https://www.ebay.com/itm/126846987063,,2025-02-02,2025-02-02,5
Air Jordan 6 Infrared 1991,Air Jordan 6 Infrared (2019) Size 8.5M **WILL SHIP ASAP**,135.0,https://www.ebay.com/itm/326413177977,,2025-02-05,2025-02-05,6
Air Jordan 6 Infrared 1991,Size 12 - Jordan 6 Retro Infrared,140.0,https://www.ebay.com/itm/316311936350,,2025-02-08,2025-02-08,6
Air Jordan 6 Infrared 1991,Air Jordan 6 Retro Black Infrared Size 11 (2019),135.0,https://www.ebay.com/itm/376039789808,,2025-02-11,2025-02-11,7
Air Jordan 6 Infrared 1991,Jordan 6 Retro Infrared ‘19 size 10 clean,135.0,https://www.ebay.com/itm/226541200123,,2025-02-14,2025-02-14,7
Air Jordan 6 Infrared 1991,2019 Nike Air Jordan 6 Black Infrared Size 9.5,170.0,https://www.ebay.com/itm/396234562275,,2025-02-17,2025-02-17,8
Air Jordan 6 Infrared 1991,Air Jordan 6 Infrared Men’s Size 11 Smoke Free Home In Almost Mint Condition.,160.0,https://www.ebay.com/itm/267151986228,,2025-02-20,2025-02-20,8
Air Jordan 6 Infrared 1991,*AUTHENTICATED* Jordan 6 Infrared 2019 Size 10,220.0,https://www.ebay.com/itm/267150690521,,2025-02-23,2025-02-23,8
Air Jordan 6 Infrared 1991,Jordan 6 - Infrared- Size 10.5.   Worn Once!!,135.0,https://www.ebay.com/itm/356605259079,,2025-02-26,2025-02-26,9
Air Jordan 6 Infrared 1991,Jordan 6 2014 Infrared,100.0,https://www.ebay.com/itm/286388360614,,2025-03-01,2025-03-01,9
Air Jordan 6 Infrared 1991,Size 11 - Jordan 6 Retro Mid Infrared,190.0,https://www.ebay.com/itm/286401258614,,2025-03-04,2025-03-04,10
Air Jordan 6 Infrared 1991,Size 11 - Air Jordan 3 Infrared 23,35.0,https://www.ebay.com/itm/326485303158,,2025-03-07,2025-03-07,10
Air Jordan 6 Infrared 1991,Jordan 6 'Infrared' (2019) - Size US 10.5 Mens - Box Included,140.0,https://www.ebay.com/itm/306039089603,,2025-03-10,2025-03-10,11
Air Jordan 6 Infrared 1991,Size 10.5 - Jordan 6 Retro Infrared Black 2014,80.0,https://www.ebay.com/itm/256847469016,,2025-03-13,2025-03-13,11
Air Jordan 6 Infrared 1991,Jordan 6 Infrared Size 8,20.0,https://www.ebay.com/itm/197099336491,,2025-03-16,2025-03-16,11
Air Jordan 6 Travis Scott,Jordan Retro 6 Travis Scott Olive Size 8.5 VNDS,220.0,https://www.ebay.com/itm/226649907411,,2024-12-16,2024-12-16,51
Air Jordan 6 Travis Scott,Air Jordan 6 Travis Scott Olive Retro Size 8.5 Men’s Sneakers 2019 CN1084-200,180.0,https://www.ebay.com/itm/116467822365,,2024-12-20,2024-12-20,51
Air Jordan 6 Travis Scott,Nike Air Jordan Retro 6 x Travis Scott/Cactus Jack Olive 2019 BOX ONLY Size 11 M,25.0,https://www.ebay.com/itm/126965665066,,2024-12-29,2024-12-29,52
Air Jordan 6 Travis Scott,Size 13 - Jordan 6 Retro x Travis Scott Mid British Khaki DH0690-200,275.0,https://www.ebay.com/itm/286246070467,,2025-01-02,2025-01-02,1
Air Jordan 6 Travis Scott,Size 11 - Jordan 6 Retro x Travis Scott Mid Olive Good Used Condition,199.0,https://www.ebay.com/itm/197092675934,,2025-01-06,2025-01-06,2
Air Jordan 6 Travis Scott,Air Jordan 6 Retro Travis Scott British Khaki Size 9.5 - Damaged Box,350.0,https://www.ebay.com/itm/186819944468,,2025-01-10,2025-01-10,2
Air Jordan 6 Travis Scott,Size 10 - Jordan 6 Retro x Travis Scott,325.0,https://www.ebay.com/itm/356665834430,,2025-01-18,2025-01-18,3
Air Jordan 6 Travis Scott,Size 10.5M - Jordan 6 Retro x Travis Scott Mid Olive CN1084-200 GREAT CONDITION,240.0,https://www.ebay.com/itm/286406801939,,2025-01-22,2025-01-22,4
Air Jordan 6 Travis Scott,Size 13 - Jordan 6 Retro x Travis Scott Mid British Khaki,269.99,https://www.ebay.com/itm/186966741004,,2025-01-26,2025-01-26,4
Air Jordan 6 Travis Scott,Size 11 - Jordan 6 Retro x Travis Scott Mid Olive CN1084-200 BRAND NEW MENS,354.99,https://www.ebay.com/itm/405655421408,,2025-01-30,2025-01-30,5
Air Jordan 6 Travis Scott,Size 10 - Air Jordan 6 Retro x Travis Scott Cactus Jack British Khaki,215.0,https://www.ebay.com/itm/388052652782,,2025-02-03,2025-02-03,6
Air Jordan 6 Travis Scott,Travis Scott Air Jordan 6 British Khaki,180.0,https://www.ebay.com/itm/135614449572,,2025-02-07,2025-02-07,6
Air Jordan 6 Travis Scott,Travis Scott x Jordan 6 Retro Mid Olive - Size 12 Mens,450.0,https://www.ebay.com/itm/365448211077,,2025-02-16,2025-02-16,7
Air Jordan 6 Travis Scott,Air Jordan 6 Retro Travis Scott British Khaki Size 9.5 Brand New DH0690-200,400.0,https://www.ebay.com/itm/135405897056,,2025-02-20,2025-02-20,8
Air Jordan 6 Travis Scott,Size 10.5 - Jordan 6 Retro x Travis Scott Olive,320.0,https://www.ebay.com/itm/126854748336,,2025-02-24,2025-02-24,9
Air Jordan 6 Travis Scott,Size 12 - Jordan 6 Retro x Travis Scott Mid British Khaki,74.99,https://www.ebay.com/itm/226638037211,,2025-02-28,2025-02-28,9
Air Jordan 6 Travis Scott,Size 11 - Jordan 6 Retro Travis Scott Mid British Khaki - W/ OG Box/Laces/Locks,210.0,https://www.ebay.com/itm/235997017193,,2025-03-04,2025-03-04,10
Air Jordan 6 Travis Scott,Size 13 - Jordan 6 Retro x Travis Scott Mid Olive VNDS,340.0,https://www.ebay.com/itm/395584760788,,2025-03-08,2025-03-08,10
Air Jordan 6 Travis Scott,Size 6 Travis Scott Medium Olive Jordan 1 Low Fragment Mocha Reverse Phantom,525.0,https://www.ebay.com/itm/126970232478,,2025-03-12,2025-03-12,11
Air Jordan 6 Travis Scott,Size 15 Jordan 6 Retro Travis Scott British Khaki,219.99,https://www.ebay.com/itm/297107727651,,2025-03-16,2025-03-16,11
Air Jordan 7 Olympic 1992,Nike Air Jordan 7 Olympic 1992 Original sz 9.5 DS OG,450.0,https://www.ebay.com/itm/235111989201,,2024-12-19,2024-12-19,51
Air Jordan 7 Olympic 1992,1992 Nike Air Jordan 7 VII Olympic Size 11.5 DS Vintage VTG VNTG Barcelona Hare,599.99,https://www.ebay.com/itm/116293694607,,2024-12-22,2024-12-22,51
Air Jordan 7 Olympic 1992,Air Jordan 7 OG Olympic 1991 1992 Size 11 100% WEARABLE!,360.0,https://www.ebay.com/itm/155807326395,,2024-12-25,2024-12-25,52
Air Jordan 7 Olympic 1992,1992 Nike Air Jordan 7 VII Olympic Size 12 DS Vintage VTG VNTG Barcelona Hare,960.0,https://www.ebay.com/itm/156523426583,,2024-12-28,2024-12-28,52
Air Jordan 7 Olympic 1992,Size 10.5 - 1992 OG Air Jordan 7 Olympic Vintage VTG NIKE ORGINAL READ DESCRIPTI,350.0,https://www.ebay.com/itm/365263229411,,2024-12-31,2024-12-31,1
Air Jordan 7 Olympic 1992,OG 1992 Air Jordan 7 Olympic Team USA Dream Team Basketball Sz 10,374.99,https://www.ebay.com/itm/176662081247,,2025-01-03,2025-01-03,1
Air Jordan 7 Olympic 1992,VINTAGE OG 1992 AIR JORDAN 7 VII OLYMPIC SIZE 12 DS READ,395.0,https://www.ebay.com/itm/256780268070,,2025-01-06,2025-01-06,2
Air Jordan 7 Olympic 1992,Size 11 - Air Jordan 7 OG Hare - 130014-100,120.0,https://www.ebay.com/itm/135128571473,,2025-01-09,2025-01-09,2
Air Jordan 7 Olympic 1992,1992 Original Air Jordan 7 - Olympic Dream Team 130157 110 00 Sz 9 NO RESERVE,177.5,https://www.ebay.com/itm/167262466718,,2025-01-12,2025-01-12,2
Air Jordan 7 Olympic 1992,1992 Jordan 7 OG Olympic Sz 10.5 Used,110.0,https://www.ebay.com/itm/316070596249,,2025-01-18,2025-01-18,3
Air Jordan 7 Olympic 1992,1992 OG NIKE AIR JORDAN VII 7 USA OLYMPIC WHITE NAVY BLUE RED 130157-110 9.5,350.99,https://www.ebay.com/itm/404983786218,,2025-01-24,2025-01-24,4
Air Jordan 7 Olympic 1992,Jordan Retro 7 Olympic,65.0,https://www.ebay.com/itm/267157052746,,2025-01-27,2025-01-27,5
Air Jordan 7 Olympic 1992,Size 13 - Air Jordan 7 Retro 2012 Olympic WORN ONCE,170.0,https://www.ebay.com/itm/205215057143,,2025-02-02,2025-02-02,5
Air Jordan 7 Olympic 1992,Size 9.5 - Air Jordan 7 Retro 2004 Olympic 304775-171 Authentic DS OG BOX,150.0,https://www.ebay.com/itm/396245940295,,2025-02-05,2025-02-05,6
Air Jordan 7 Olympic 1992,"Air Jordan 7 Retro ""OLYMPIC"" 2012 - Size 8.5 - 304775 135 (12642-1)",115.0,https://www.ebay.com/itm/286340971500,,2025-02-08,2025-02-08,6
Air Jordan 7 Olympic 1992,Size 12 - Air Jordan 7 Retro 2012 Olympic,165.0,https://www.ebay.com/itm/296897634443,,2025-02-11,2025-02-11,7
Air Jordan 7 Olympic 1992,Air Jordan Olympic 7,65.0,https://www.ebay.com/itm/226493258525,,2025-02-14,2025-02-14,7
Air Jordan 7 Olympic 1992,Air Jordan 7 Retro Olympic 2004 Size 11.5 Used 304775-171,111.0,https://www.ebay.com/itm/326450447821,,2025-02-20,2025-02-20,8
Air Jordan 7 Olympic 1992,Size 10 - Air Jordan 7 Retro 2004 Olympic,40.0,https://www.ebay.com/itm/226570467961,,2025-02-23,2025-02-23,8
Air Jordan 7 Olympic 1992,"Size 11 - Air Jordan 7 Retro 2012 Olympic Used, No Box",100.0,https://www.ebay.com/itm/226591833639,,2025-02-26,2025-02-26,9
Air Jordan 7 Olympic 1992,Jordan 7 Olympic 2012 Size 10.5,50.0,https://www.ebay.com/itm/196993372149,,2025-03-04,2025-03-04,10
Air Jordan 7 Olympic 1992,"Men's Jordan 6 Retro ""Olympic"" White/Varsity Red (CT8529 164)",80.0,https://www.ebay.com/itm/405643792620,,2025-03-07,2025-03-07,10
Air Jordan 7 Olympic 1992,Jordan 6 Olympic Size 13 VNDS Super CLEAN!!!,88.0,https://www.ebay.com/itm/256849543027,,2025-03-10,2025-03-10,11
Air Jordan 7 Olympic 1992,Jordan 7 Olympic 2012 Size 8.5 (304775-135) EU 42,62.0,https://www.ebay.com/itm/256806074868,,2025-03-13,2025-03-13,11
Air Jordan 7 Olympic 1992,Nike Air Jordan 7 VII Retro Olympic USA 2012 Red White Blue 304775-135 Mens 14,105.0,https://www.ebay.com/itm/116402357840,,2025-03-16,2025-03-16,11
Air Jordan 8 Aqua 1993,Size 10 - Air Jordan 8 OG 1993 Aqua Replacement Box,230.0,https://www.ebay.com/itm/326379110432,,2024-12-16,2024-12-16,51
Air Jordan 8 Aqua 1993,Nike Air Jordan 8 OG 1993 Aqua US 11 EUR 45,250.0,https://www.ebay.com/itm/135522244420,,2024-12-19,2024-12-19,51
Air Jordan 8 Aqua 1993,1993 Original Nike Air Jordan VIII OG 8 Aqua Size 10 Rare Bugs Bunny Display,200.0,https://www.ebay.com/itm/226498626135,,2024-12-22,2024-12-22,51
Air Jordan 8 Aqua 1993,Jordan 8 OG Aqua 2007 size 13,54.99,https://www.ebay.com/itm/166615649664,,2024-12-25,2024-12-25,52
Air Jordan 8 Aqua 1993,Size 9 - Air Jordan 8 OG 1993 Aqua,425.0,https://www.ebay.com/itm/316058388686,,2024-12-31,2024-12-31,1
Air Jordan 8 Aqua 1993,2015 Jordan 8 Aqua / Size 10.5 Men’s,60.0,https://www.ebay.com/itm/335858867760,,2025-01-03,2025-01-03,1
Air Jordan 8 Aqua 1993,Nike Air Jordan 8 Retro Aqua 2015 Size 9.5 305381-025 Black Purple Blue Teal OG,60.0,https://www.ebay.com/itm/286308181885,,2025-01-09,2025-01-09,2
Air Jordan 8 Aqua 1993,Air Jordan Retro 8 Aqua 2015 Size 9,100.0,https://www.ebay.com/itm/388001193149,,2025-01-12,2025-01-12,2
Air Jordan 8 Aqua 1993,Nike Air Jordan 8 Retro Aqua 2015 Single Shoe 9.5 Black Purple Blue Teal OG,45.0,https://www.ebay.com/itm/316222008078,,2025-01-15,2025-01-15,3
Air Jordan 8 Aqua 1993,Air Jordan 8 “Aqua” Size 10.5 Pre-owned,80.0,https://www.ebay.com/itm/235881128695,,2025-01-18,2025-01-18,3
Air Jordan 8 Aqua 1993,Size 11.5 - Air Jordan 8 Retro 2007 Aqua (Paint Cracking),70.0,https://www.ebay.com/itm/256792151549,,2025-01-21,2025-01-21,4
Air Jordan 8 Aqua 1993,Nike Air Jordan 8 Retro Aqua 2015 Size 11 305381-025 Black Purple Blue Teal OG,100.0,https://www.ebay.com/itm/146316672909,,2025-01-24,2025-01-24,4
Air Jordan 8 Aqua 1993,Air Jordan 8 Retro Aqua 2015 Size 11 305381025,199.46,https://www.ebay.com/itm/235984848677,,2025-01-27,2025-01-27,5
Air Jordan 8 Aqua 1993,*AUTHENTIC* Jordan 8 Retro Aqua 2015 Sz 10,125.0,https://www.ebay.com/itm/267120656701,,2025-01-30,2025-01-30,5
Air Jordan 8 Aqua 1993,2007 Jordan Retro 8 “Aqua”,45.0,https://www.ebay.com/itm/365318412586,,2025-02-02,2025-02-02,5
Air Jordan 8 Aqua 1993,Air Jordan 8 Aqua 2007 Sz 9.5 Restoration project,30.0,https://www.ebay.com/itm/256795953794,,2025-02-05,2025-02-05,6
Air Jordan 8 Aqua 1993,Nike Air Jordan 8 Retro VIII 2007 OG Aqua Size 13 High,60.0,https://www.ebay.com/itm/256832547850,,2025-02-08,2025-02-08,6
Air Jordan 8 Aqua 1993,Size 10.5 - Jordan 8 Retro Aqua 2015,205.0,https://www.ebay.com/itm/387732690540,,2025-02-11,2025-02-11,7
